Sentence	ID	表層形	原形	品詞
"好きな曲をカラオケで歌うときは、歌詞にないところほどしっかり歌いたい。でもハズイから歌わない。でも二人とかだったら歌う。"	227	"。"	"。"	"記号-句点"
"好きな曲をカラオケで歌うときは、歌詞にないところほどしっかり歌いたい。でもハズイから歌わない。でも二人とかだったら歌う。"	227	"でも"	"でも"	"接続詞"
"好きな曲をカラオケで歌うときは、歌詞にないところほどしっかり歌いたい。でもハズイから歌わない。でも二人とかだったら歌う。"	227	"ハズイ"	"ハズイ"	"名詞-一般"
"好きな曲をカラオケで歌うときは、歌詞にないところほどしっかり歌いたい。でもハズイから歌わない。でも二人とかだったら歌う。"	227	"から"	"から"	"助詞-格助詞-一般"
"好きな曲をカラオケで歌うときは、歌詞にないところほどしっかり歌いたい。でもハズイから歌わない。でも二人とかだったら歌う。"	227	"歌わ"	"歌う"	"動詞-自立"
"好きな曲をカラオケで歌うときは、歌詞にないところほどしっかり歌いたい。でもハズイから歌わない。でも二人とかだったら歌う。"	227	"ない"	"ない"	"助動詞"
"好きな曲をカラオケで歌うときは、歌詞にないところほどしっかり歌いたい。でもハズイから歌わない。でも二人とかだったら歌う。"	227	"。"	"。"	"記号-句点"
"好きな曲をカラオケで歌うときは、歌詞にないところほどしっかり歌いたい。でもハズイから歌わない。でも二人とかだったら歌う。"	227	"でも"	"でも"	"接続詞"
"好きな曲をカラオケで歌うときは、歌詞にないところほどしっかり歌いたい。でもハズイから歌わない。でも二人とかだったら歌う。"	227	"二"	"二"	"名詞-数"
"好きな曲をカラオケで歌うときは、歌詞にないところほどしっかり歌いたい。でもハズイから歌わない。でも二人とかだったら歌う。"	227	"人"	"人"	"名詞-接尾-助数詞"
"好きな曲をカラオケで歌うときは、歌詞にないところほどしっかり歌いたい。でもハズイから歌わない。でも二人とかだったら歌う。"	227	"とか"	"とか"	"助詞-並立助詞"
"好きな曲をカラオケで歌うときは、歌詞にないところほどしっかり歌いたい。でもハズイから歌わない。でも二人とかだったら歌う。"	227	"だっ"	"だ"	"助動詞"
"好きな曲をカラオケで歌うときは、歌詞にないところほどしっかり歌いたい。でもハズイから歌わない。でも二人とかだったら歌う。"	227	"たら"	"た"	"助動詞"
"好きな曲をカラオケで歌うときは、歌詞にないところほどしっかり歌いたい。でもハズイから歌わない。でも二人とかだったら歌う。"	227	"歌う"	"歌う"	"動詞-自立"
"好きな曲をカラオケで歌うときは、歌詞にないところほどしっかり歌いたい。でもハズイから歌わない。でも二人とかだったら歌う。"	227	"。"	"。"	"記号-句点"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"｢"	"｢"	"記号-一般"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"ハァ"	"ハァ"	"名詞-一般"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"…"	"…"	"記号-一般"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"｣♪"	"｣♪"	"記号-一般"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"白い"	"白い"	"形容詞-自立"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"ため"	"ため"	"名詞-非自立-副詞可能"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"息"	"息"	"名詞-サ変接続"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"で"	"で"	"助詞-格助詞-一般"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"～"	"～"	"記号-一般"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"曇っ"	"曇る"	"動詞-自立"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"た"	"た"	"助動詞"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"ま"	"ま"	"フィラー"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"ぁどにに"	"ぁどにに"	"名詞-一般"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"ー"	"ー"	"名詞-一般"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"じ"	"じ"	"助動詞"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"む"	"む"	"名詞-固有名詞-組織"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"、"	"、"	"記号-読点"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"イールーミーネイション"	"イールーミーネイション"	"名詞-一般"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"っ"	"く"	"動詞-非自立"
"｢ハァ…｣♪白いため息で～曇ったまぁどににーじむ、イールーミーネイションっ♪"	228	"♪"	"♪"	"記号-一般"
"人生を楽しむ練習をしています。"	229	"人生"	"人生"	"名詞-一般"
"人生を楽しむ練習をしています。"	229	"を"	"を"	"助詞-格助詞-一般"
"人生を楽しむ練習をしています。"	229	"楽しむ"	"楽しむ"	"動詞-自立"
"人生を楽しむ練習をしています。"	229	"練習"	"練習"	"名詞-サ変接続"
"人生を楽しむ練習をしています。"	229	"を"	"を"	"助詞-格助詞-一般"
"人生を楽しむ練習をしています。"	229	"し"	"する"	"動詞-自立"
"人生を楽しむ練習をしています。"	229	"て"	"て"	"助詞-接続助詞"
"人生を楽しむ練習をしています。"	229	"い"	"いる"	"動詞-非自立"
"人生を楽しむ練習をしています。"	229	"ます"	"ます"	"助動詞"
"人生を楽しむ練習をしています。"	229	"。"	"。"	"記号-句点"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"こないだ"	"こないだ"	"名詞-副詞可能"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"カラオケ"	"カラオケ"	"名詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"で"	"で"	"助詞-格助詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"GLAY"	"GLAY"	"名詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"の"	"の"	"助詞-連体化"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"Winter"	"Winter"	"名詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	","	","	"記号-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"again"	"again"	"名詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"を"	"を"	"助詞-格助詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"熱唱"	"熱唱"	"名詞-サ変接続"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"し"	"する"	"動詞-自立"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"たら"	"た"	"助動詞"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"、"	"、"	"記号-読点"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"最後"	"最後"	"名詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"の"	"の"	"助詞-連体化"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"方"	"方"	"名詞-非自立-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"の"	"の"	"助詞-連体化"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"｢"	"｢"	"記号-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"鐘"	"鐘"	"名詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"の"	"の"	"助詞-連体化"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"音"	"音"	"名詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"↑"	"↑"	"記号-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"が"	"が"	"助詞-格助詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"ぁ"	"ぁ"	"名詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"↑"	"↑"	"記号-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"聞こえる"	"聞こえる"	"動詞-自立"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"ぅ"	"ぅ"	"名詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"～｣"	"～｣"	"記号-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"の"	"の"	"助詞-連体化"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"あと"	"あと"	"名詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"の"	"の"	"助詞-連体化"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"コーラス"	"コーラス"	"名詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"？"	"？"	"記号-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"を"	"を"	"助詞-格助詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"すかさず"	"すかさず"	"副詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"入れ"	"入れる"	"動詞-自立"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"て"	"て"	"助詞-接続助詞"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"き"	"くる"	"動詞-非自立"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"た"	"た"	"助動詞"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"ので"	"ので"	"助詞-接続助詞"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"驚い"	"驚く"	"動詞-自立"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"た"	"た"	"助動詞"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"。"	"。"	"記号-句点"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"その"	"その"	"連体詞"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"瞬間"	"瞬間"	"名詞-副詞可能"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"、"	"、"	"記号-読点"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"その"	"その"	"連体詞"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"人"	"人"	"名詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"は"	"は"	"助詞-係助詞"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"私"	"私"	"名詞-代名詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"の"	"の"	"助詞-連体化"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"中"	"中"	"名詞-非自立-副詞可能"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"で"	"で"	"助詞-格助詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"カラオケ"	"カラオケ"	"名詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"友達"	"友達"	"名詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"に"	"に"	"助詞-格助詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"カテゴライズ"	"カテゴライズ"	"名詞-一般"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"さ"	"する"	"動詞-自立"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"れ"	"れる"	"動詞-接尾"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"た"	"た"	"助動詞"
"こないだカラオケでGLAYのWinter,againを熱唱したら、最後の方の｢鐘の音↑がぁ↑聞こえるぅ～｣のあとのコーラス？をすかさず入れてきたので驚いた。その瞬間、その人は私の中でカラオケ友達にカテゴライズされた。"	230	"。"	"。"	"記号-句点"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"絶妙"	"絶妙"	"名詞-形容動詞語幹"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"な"	"だ"	"助動詞"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"ハモ"	"ハモ"	"名詞-一般"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"り"	"り"	"助動詞"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"を"	"を"	"助詞-格助詞-一般"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"のせ"	"のせる"	"動詞-自立"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"て"	"て"	"助詞-接続助詞"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"き"	"くる"	"動詞-非自立"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"たり"	"たり"	"助詞-並立助詞"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"、"	"、"	"記号-読点"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"本人"	"本人"	"名詞-一般"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"の"	"の"	"助詞-連体化"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"歌"	"歌"	"名詞-一般"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"が"	"が"	"助詞-格助詞-一般"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"うまい"	"うまい"	"形容詞-自立"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"だけ"	"だけ"	"助詞-副助詞"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"で"	"だ"	"助動詞"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"なく"	"ない"	"助動詞"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"、"	"、"	"記号-読点"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"気持ちよく"	"気持ちよい"	"形容詞-自立"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"歌わ"	"歌う"	"動詞-自立"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"せ"	"せる"	"動詞-接尾"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"て"	"て"	"助詞-接続助詞"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"くれる"	"くれる"	"動詞-非自立"
"絶妙なハモりをのせてきたり、本人の歌がうまいだけでなく、気持ちよく歌わせてくれる、聴かせてくれる、そんな人は迷わずカラオケ友達に任命です。"	231	"、"	"、"	"記号-読点"
